PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,hour,day,month,DC_POWER_CATEGORY
4135001,18,0.0,0.0,0.0,6988054.0,2,12,6,6
4135001,3,0.0,0.0,0.0,7740873.0,19,2,6,6
4135001,3,4749.0,465.7285714,809.8571429,7801900.857,9,11,6,3
4135001,4,0.0,0.0,0.0,7292752.0,3,2,6,6
4135001,7,0.0,0.0,8380.0,7399439.0,21,13,6,6
4135001,20,863.8571429,83.82857143,6354.0,6434056.0,17,27,5,2
4135001,6,0.0,0.0,5348.0,7054452.0,20,18,5,6
4135001,1,820.25,79.5875,22.75,6266550.75,6,26,5,2
4135001,0,8187.5,801.3375,1370.625,6291467.625,9,20,5,5
4135001,0,0.0,0.0,0.0,6473950.0,5,16,6,6
4135001,3,5511.75,540.0875,389.875,7757010.875,8,5,6,3
4135001,15,0.0,0.0,0.0,7287673.0,1,8,6,6
4135001,3,0.0,0.0,6641.0,7834799.0,21,15,6,6
4135001,2,1302.714286,126.9714286,44.57142857,7136532.571,6,4,6,2
4135001,5,153.1428571,14.75714286,0.714285714,7394696.714,6,9,6,2
4135001,7,0.0,0.0,0.0,7269333.0,3,27,5,6
4135001,21,1575.375,154.1625,5807.875,7363169.875,17,17,6,4
4135001,2,9151.857143,893.9285714,3027.285714,7221250.286,11,15,6,5
4135001,3,2874.571429,281.9714286,255.4285714,7801346.429,8,11,6,4
4135001,7,2356.375,231.025,123.5,7252774.5,7,25,5,4
4135001,2,0.0,0.0,0.0,7231373.0,4,17,6,6
4135001,16,0.0,0.0,0.0,7215600.0,4,11,6,6
4135001,5,0.0,0.0,8120.0,7402816.0,21,9,6,6
4135001,10,0.0,0.0,0.0,6297816.0,5,19,5,6
4135001,11,558.5,54.05,15.875,6509794.875,6,13,6,2
4135001,11,0.0,0.0,3862.857143,6368908.0,23,22,5,6
4135001,16,0.0,0.0,0.0,7235504.0,0,14,6,6
4135001,2,0.0,0.0,7874.0,7136488.0,19,3,6,6
4135001,20,0.0,0.0,8136.0,6531405.0,19,9,6,6
4135001,5,10381.875,1013.325,4174.75,7293699.75,12,26,5,0
4135001,21,10603.57143,1035.485714,3655.142857,7132190.143,11,17,5,0
4135001,1,7926.125,775.7375,7150.625,6232577.625,15,21,5,1
4135001,16,0.0,0.0,0.0,7171518.0,22,4,6,6
4135001,14,0.0,0.0,6173.0,7181650.0,18,16,5,6
4135001,4,1331.857143,129.8857143,38.71428571,7159002.714,6,15,5,2
4135001,15,1138.714286,110.7,8725.142857,7192020.143,17,25,5,2
4135001,8,10514.375,1026.275,3375.875,6682437.875,11,5,6,0
4135001,9,0.0,0.0,0.0,7273453.0,3,8,6,6
4135001,15,0.0,0.0,0.0,7183295.0,0,25,5,6
4135001,19,0.0,0.0,0.0,7072762.0,5,24,5,6
4135001,17,40.0,3.871428571,0.285714286,7260531.286,6,14,6,2
4135001,3,2121.625,207.9875,169.5,7756790.5,7,5,6,4
4135001,0,0.0,0.0,6164.0,6349833.0,21,27,5,6
4135001,16,9158.428571,895.7714286,6251.571429,7035864.571,15,17,5,5
4135001,12,12957.42857,1263.357143,5132.428571,7215850.429,12,20,5,0
4135001,7,0.0,0.0,0.0,7305739.0,1,1,6,6
4135001,10,0.0,0.0,0.0,6512002.0,5,16,6,6
4135001,17,3420.5,335.5375,7830.625,7224979.625,16,8,6,4
4135001,8,0.0,0.0,0.0,6571864.0,4,22,5,6
4135001,2,0.0,0.0,0.0,7020512.0,3,20,5,6
4135001,15,0.0,0.0,0.0,7192102.0,3,26,5,6
4135001,16,10559.0,1032.157143,1901.0,7091252.0,10,25,5,0
4135001,9,0.0,0.0,0.0,7216848.0,5,31,5,6
4135001,14,1193.428571,116.0428571,7168.857143,7225144.857,17,22,5,2
4135001,13,0.0,0.0,0.0,6400518.0,3,14,6,6
4135001,15,0.0,0.0,0.0,7322281.0,0,13,6,6
4135001,1,9709.375,949.475,2198.75,6394522.75,11,12,6,5
